transaction_id,customer_id,product_id,quantity,transaction_date,branch
4001,13,1,2,2025-08-26,cairo
4002,621,1,4,2025-08-26,tanta
4003,752,5,5,2025-08-26,tanta
4004,1519,4,10,2025-08-26,cairo
4005,1101,4,3,2025-08-26,alex
4006,520,3,8,2025-08-26,tanta
4007,421,4,7,2025-08-26,alex
4008,261,4,2,2025-08-26,cairo
4009,238,7,9,2025-08-26,cairo
4010,577,6,8,2025-08-26,alex
4011,1533,1,10,2025-08-26,tanta
4012,417,5,1,2025-08-26,tanta
4013,1258,6,4,2025-08-26,alex
4014,1968,1,1,2025-08-26,tanta
4015,1365,6,8,2025-08-26,tanta
4016,461,4,4,2025-08-26,tanta
4017,796,6,9,2025-08-26,alex
4018,1415,3,2,2025-08-26,alex
4019,594,3,10,2025-08-26,cairo
4020,260,2,7,2025-08-26,cairo
4021,1645,5,4,2025-08-26,alex
4022,868,3,10,2025-08-26,tanta
4023,1194,2,10,2025-08-26,cairo
4024,1114,3,3,2025-08-26,cairo
4025,1718,4,4,2025-08-26,alex
4026,1332,3,8,2025-08-26,tanta
4027,584,4,2,2025-08-26,alex
4028,323,4,2,2025-08-26,cairo
4029,808,6,9,2025-08-26,alex
4030,861,5,8,2025-08-26,tanta
4031,1016,6,2,2025-08-26,tanta
4032,1181,7,4,2025-08-26,alex
4033,1678,4,5,2025-08-26,tanta
4034,278,3,2,2025-08-26,alex
4035,1104,5,4,2025-08-26,alex
4036,1358,1,4,2025-08-26,cairo
4037,387,5,9,2025-08-26,tanta
4038,495,3,2,2025-08-26,cairo
4039,333,7,8,2025-08-26,alex
4040,108,2,8,2025-08-26,tanta
4041,329,4,9,2025-08-26,cairo
4042,1917,4,9,2025-08-26,tanta
4043,1707,1,2,2025-08-26,tanta
4044,1554,4,9,2025-08-26,alex
4045,1396,5,6,2025-08-26,alex
4046,966,2,1,2025-08-26,tanta
4047,66,3,8,2025-08-26,tanta
4048,1062,4,2,2025-08-26,cairo
4049,576,7,8,2025-08-26,alex
4050,675,4,4,2025-08-26,alex
4051,1902,3,7,2025-08-26,cairo
4052,370,6,5,2025-08-26,cairo
4053,167,7,4,2025-08-26,alex
4054,1920,5,7,2025-08-26,cairo
4055,125,6,7,2025-08-26,cairo
4056,1640,7,7,2025-08-26,tanta
4057,466,1,9,2025-08-26,cairo
4058,766,1,2,2025-08-26,alex
4059,738,3,1,2025-08-26,cairo
4060,1764,3,2,2025-08-26,cairo
4061,307,3,1,2025-08-26,cairo
4062,1358,3,3,2025-08-26,alex
4063,637,1,4,2025-08-26,alex
4064,142,3,2,2025-08-26,cairo
4065,1753,2,8,2025-08-26,alex
4066,1999,3,6,2025-08-26,alex
4067,324,5,7,2025-08-26,tanta
4068,1423,5,8,2025-08-26,alex
4069,1152,1,9,2025-08-26,alex
4070,1074,5,4,2025-08-26,cairo
4071,323,4,2,2025-08-26,tanta
4072,778,4,8,2025-08-26,cairo
4073,688,5,8,2025-08-26,tanta
4074,989,6,7,2025-08-26,tanta
4075,1340,7,3,2025-08-26,alex
4076,1997,3,2,2025-08-26,tanta
4077,132,3,10,2025-08-26,tanta
4078,338,7,5,2025-08-26,cairo
4079,560,3,2,2025-08-26,cairo
4080,1462,3,3,2025-08-26,alex
4081,1569,5,7,2025-08-26,cairo
4082,1156,3,8,2025-08-26,cairo
4083,1064,4,2,2025-08-26,tanta
4084,1787,3,10,2025-08-26,cairo
4085,1759,3,9,2025-08-26,cairo
4086,1482,2,5,2025-08-26,tanta
4087,1586,1,7,2025-08-26,cairo
4088,1775,3,7,2025-08-26,tanta
4089,939,7,3,2025-08-26,alex
4090,1982,3,8,2025-08-26,alex
4091,1990,4,9,2025-08-26,cairo
4092,443,4,9,2025-08-26,tanta
4093,665,3,4,2025-08-26,alex
4094,466,3,1,2025-08-26,tanta
4095,308,1,3,2025-08-26,alex
4096,1045,5,1,2025-08-26,cairo
4097,1673,5,5,2025-08-26,tanta
4098,1739,6,2,2025-08-26,cairo
4099,884,1,4,2025-08-26,tanta
4100,892,3,5,2025-08-26,alex
4101,1939,4,6,2025-08-26,tanta
4102,1151,4,7,2025-08-26,cairo
4103,75,1,8,2025-08-26,cairo
4104,953,3,2,2025-08-26,alex
4105,1822,4,9,2025-08-26,tanta
4106,1868,4,5,2025-08-26,alex
4107,1729,5,6,2025-08-26,tanta
4108,1301,5,8,2025-08-26,cairo
4109,81,7,10,2025-08-26,tanta
4110,1454,2,1,2025-08-26,cairo
4111,1958,3,1,2025-08-26,alex
4112,996,3,10,2025-08-26,alex
4113,1778,3,7,2025-08-26,cairo
4114,1842,6,6,2025-08-26,cairo
4115,826,2,1,2025-08-26,alex
4116,1276,2,2,2025-08-26,tanta
4117,1601,2,9,2025-08-26,alex
4118,1062,5,5,2025-08-26,alex
4119,1955,2,6,2025-08-26,alex
4120,905,2,10,2025-08-26,tanta
4121,1803,7,10,2025-08-26,cairo
4122,1517,2,2,2025-08-26,alex
4123,1964,7,4,2025-08-26,alex
4124,1320,3,9,2025-08-26,tanta
4125,1413,1,5,2025-08-26,alex
4126,11,5,2,2025-08-26,tanta
4127,1832,4,2,2025-08-26,cairo
4128,1506,3,1,2025-08-26,alex
4129,1167,5,9,2025-08-26,cairo
4130,170,6,7,2025-08-26,alex
4131,286,7,1,2025-08-26,alex
4132,993,6,7,2025-08-26,cairo
4133,1091,3,1,2025-08-26,cairo
4134,786,6,7,2025-08-26,tanta
4135,1240,7,3,2025-08-26,tanta
4136,713,6,10,2025-08-26,alex
4137,97,2,9,2025-08-26,tanta
4138,289,2,9,2025-08-26,alex
4139,1144,6,1,2025-08-26,tanta
4140,432,3,10,2025-08-26,cairo
4141,37,2,1,2025-08-26,cairo
4142,258,1,1,2025-08-26,tanta
4143,1200,3,6,2025-08-26,alex
4144,612,3,1,2025-08-26,tanta
4145,550,1,9,2025-08-26,tanta
4146,1747,7,3,2025-08-26,alex
4147,284,5,6,2025-08-26,cairo
4148,1398,3,4,2025-08-26,cairo
4149,814,7,2,2025-08-26,tanta
4150,54,2,1,2025-08-26,cairo
4151,1484,2,9,2025-08-26,cairo
