transaction_id,customer_id,product_id,quantity,transaction_date,branch
7001,1880,4,1,2025-08-27,alex
7002,309,5,8,2025-08-27,alex
7003,159,4,10,2025-08-27,tanta
7004,400,4,4,2025-08-27,cairo
7005,1298,2,1,2025-08-27,alex
7006,1202,6,8,2025-08-27,alex
7007,960,7,6,2025-08-27,tanta
7008,263,2,6,2025-08-27,cairo
7009,1024,4,3,2025-08-27,tanta
7010,1204,7,5,2025-08-27,alex
7011,1548,3,7,2025-08-27,tanta
7012,829,5,5,2025-08-27,alex
7013,1363,4,4,2025-08-27,tanta
7014,1523,3,2,2025-08-27,alex
7015,669,5,2,2025-08-27,tanta
7016,1266,5,10,2025-08-27,cairo
7017,1417,2,10,2025-08-27,alex
7018,828,1,8,2025-08-27,alex
7019,654,4,8,2025-08-27,alex
7020,150,5,2,2025-08-27,tanta
7021,644,7,6,2025-08-27,tanta
7022,1952,7,7,2025-08-27,cairo
7023,1499,1,6,2025-08-27,tanta
7024,700,5,3,2025-08-27,alex
7025,535,4,2,2025-08-27,cairo
7026,72,7,1,2025-08-27,tanta
7027,754,6,10,2025-08-27,alex
7028,1243,2,10,2025-08-27,tanta
7029,1188,7,3,2025-08-27,alex
7030,1398,6,9,2025-08-27,alex
7031,712,1,8,2025-08-27,alex
7032,1637,3,1,2025-08-27,tanta
7033,90,2,4,2025-08-27,tanta
7034,509,7,4,2025-08-27,cairo
7035,251,4,7,2025-08-27,cairo
7036,1747,7,7,2025-08-27,cairo
7037,1661,1,10,2025-08-27,tanta
7038,1366,2,4,2025-08-27,cairo
7039,674,7,2,2025-08-27,tanta
7040,1993,7,2,2025-08-27,tanta
7041,536,4,7,2025-08-27,cairo
7042,1134,7,9,2025-08-27,tanta
7043,1420,3,4,2025-08-27,alex
7044,1609,1,5,2025-08-27,alex
7045,1563,1,10,2025-08-27,cairo
7046,474,1,3,2025-08-27,cairo
7047,751,5,5,2025-08-27,alex
7048,991,7,10,2025-08-27,alex
7049,1445,3,6,2025-08-27,tanta
7050,924,3,3,2025-08-27,tanta
7051,1039,7,8,2025-08-27,alex
7052,1901,7,10,2025-08-27,alex
7053,127,3,9,2025-08-27,cairo
7054,1546,3,9,2025-08-27,cairo
7055,596,7,6,2025-08-27,alex
7056,637,7,10,2025-08-27,tanta
7057,610,5,4,2025-08-27,alex
7058,754,4,10,2025-08-27,tanta
7059,485,6,4,2025-08-27,tanta
7060,1102,1,3,2025-08-27,cairo
7061,1152,7,6,2025-08-27,alex
7062,1403,7,5,2025-08-27,alex
7063,899,6,4,2025-08-27,cairo
7064,379,7,9,2025-08-27,cairo
7065,1196,7,6,2025-08-27,alex
7066,917,2,1,2025-08-27,cairo
7067,1107,1,5,2025-08-27,alex
7068,367,2,9,2025-08-27,alex
7069,839,5,8,2025-08-27,tanta
7070,23,5,7,2025-08-27,tanta
7071,1863,7,5,2025-08-27,cairo
7072,923,6,2,2025-08-27,alex
7073,511,1,3,2025-08-27,tanta
7074,1325,7,4,2025-08-27,alex
7075,681,5,9,2025-08-27,tanta
7076,773,5,8,2025-08-27,cairo
7077,1149,6,2,2025-08-27,alex
7078,270,1,9,2025-08-27,alex
7079,746,4,7,2025-08-27,cairo
7080,1247,2,2,2025-08-27,alex
7081,1639,7,9,2025-08-27,tanta
7082,610,3,2,2025-08-27,cairo
7083,210,1,9,2025-08-27,cairo
7084,979,2,7,2025-08-27,alex
7085,1478,3,7,2025-08-27,tanta
7086,1256,3,5,2025-08-27,alex
7087,1519,6,8,2025-08-27,tanta
7088,957,5,7,2025-08-27,cairo
7089,1365,2,3,2025-08-27,alex
7090,1277,4,2,2025-08-27,cairo
7091,332,6,7,2025-08-27,cairo
7092,232,3,1,2025-08-27,alex
7093,1686,2,3,2025-08-27,alex
7094,945,7,6,2025-08-27,cairo
7095,1513,1,9,2025-08-27,cairo
7096,675,4,6,2025-08-27,cairo
7097,1734,4,8,2025-08-27,cairo
7098,1688,4,3,2025-08-27,tanta
7099,1772,2,6,2025-08-27,alex
7100,468,4,4,2025-08-27,tanta
