transaction_id,customer_id,product_id,quantity,transaction_date,branch
9001,979,2,1,2025-08-28,cairo
9002,351,2,3,2025-08-28,alex
9003,344,7,6,2025-08-28,alex
9004,1999,3,10,2025-08-28,cairo
9005,1272,2,2,2025-08-28,tanta
9006,462,6,2,2025-08-28,tanta
9007,717,6,7,2025-08-28,alex
9008,121,2,5,2025-08-28,tanta
9009,754,1,4,2025-08-28,cairo
9010,1852,2,2,2025-08-28,alex
9011,870,7,10,2025-08-28,cairo
9012,1731,1,1,2025-08-28,alex
9013,1077,6,5,2025-08-28,tanta
9014,1081,2,7,2025-08-28,alex
9015,949,2,1,2025-08-28,tanta
9016,258,2,5,2025-08-28,tanta
9017,1903,5,10,2025-08-28,cairo
9018,229,3,2,2025-08-28,alex
9019,209,3,1,2025-08-28,cairo
9020,1809,2,5,2025-08-28,alex
9021,1409,7,7,2025-08-28,tanta
9022,1882,1,8,2025-08-28,cairo
9023,669,7,3,2025-08-28,cairo
9024,765,4,5,2025-08-28,alex
9025,99,1,3,2025-08-28,tanta
9026,1208,4,5,2025-08-28,tanta
9027,939,4,8,2025-08-28,tanta
9028,515,5,4,2025-08-28,tanta
9029,633,3,3,2025-08-28,alex
9030,1362,2,9,2025-08-28,cairo
9031,899,5,8,2025-08-28,tanta
9032,1216,4,6,2025-08-28,alex
9033,49,2,3,2025-08-28,cairo
9034,1130,6,1,2025-08-28,alex
9035,874,3,6,2025-08-28,tanta
9036,756,2,1,2025-08-28,cairo
9037,1231,3,5,2025-08-28,alex
9038,426,2,1,2025-08-28,tanta
9039,515,1,10,2025-08-28,cairo
9040,1918,3,5,2025-08-28,tanta
9041,350,7,3,2025-08-28,alex
9042,734,1,6,2025-08-28,cairo
9043,403,2,5,2025-08-28,tanta
9044,1555,3,6,2025-08-28,cairo
9045,415,3,7,2025-08-28,cairo
9046,456,7,10,2025-08-28,cairo
9047,955,5,3,2025-08-28,cairo
9048,1999,6,2,2025-08-28,alex
9049,173,7,1,2025-08-28,cairo
9050,1022,6,1,2025-08-28,alex
9051,1590,7,7,2025-08-28,tanta
9052,1622,5,9,2025-08-28,tanta
9053,1682,5,7,2025-08-28,tanta
9054,1763,5,2,2025-08-28,tanta
9055,1699,2,7,2025-08-28,tanta
9056,848,1,3,2025-08-28,alex
9057,272,6,2,2025-08-28,cairo
9058,246,3,2,2025-08-28,tanta
9059,309,4,2,2025-08-28,alex
9060,1497,4,8,2025-08-28,alex
9061,163,4,3,2025-08-28,alex
9062,1200,4,10,2025-08-28,cairo
9063,1467,1,7,2025-08-28,cairo
9064,962,1,7,2025-08-28,alex
9065,1549,1,5,2025-08-28,tanta
9066,1424,3,9,2025-08-28,cairo
9067,1345,4,5,2025-08-28,alex
9068,1346,3,9,2025-08-28,tanta
9069,504,6,4,2025-08-28,cairo
9070,478,2,7,2025-08-28,alex
9071,1553,5,1,2025-08-28,cairo
9072,1981,6,1,2025-08-28,cairo
9073,1430,1,4,2025-08-28,alex
9074,1117,5,9,2025-08-28,tanta
9075,1707,5,3,2025-08-28,tanta
9076,1172,7,10,2025-08-28,alex
9077,1517,5,10,2025-08-28,alex
9078,1439,7,2,2025-08-28,cairo
9079,550,3,6,2025-08-28,alex
9080,1663,5,7,2025-08-28,alex
9081,830,1,9,2025-08-28,cairo
9082,1631,1,10,2025-08-28,alex
9083,12,7,8,2025-08-28,cairo
9084,298,1,7,2025-08-28,cairo
9085,278,1,2,2025-08-28,alex
9086,1099,1,2,2025-08-28,cairo
9087,1364,2,1,2025-08-28,alex
9088,551,6,2,2025-08-28,alex
9089,899,4,9,2025-08-28,alex
9090,1344,2,9,2025-08-28,tanta
9091,662,7,8,2025-08-28,alex
9092,1496,6,2,2025-08-28,alex
9093,297,3,1,2025-08-28,cairo
9094,1433,5,7,2025-08-28,alex
9095,1072,3,4,2025-08-28,cairo
9096,158,6,10,2025-08-28,cairo
9097,243,4,1,2025-08-28,cairo
9098,1935,5,8,2025-08-28,alex
9099,280,7,2,2025-08-28,cairo
9100,1525,5,1,2025-08-28,alex
9101,803,6,3,2025-08-28,cairo
9102,792,4,1,2025-08-28,cairo
9103,879,2,1,2025-08-28,tanta
9104,4,6,1,2025-08-28,tanta
9105,1841,4,6,2025-08-28,cairo
9106,1984,5,8,2025-08-28,tanta
9107,323,4,9,2025-08-28,tanta
9108,636,3,4,2025-08-28,cairo
9109,502,3,1,2025-08-28,alex
9110,1350,3,4,2025-08-28,tanta
9111,940,2,10,2025-08-28,tanta
9112,687,1,6,2025-08-28,cairo
9113,1675,3,1,2025-08-28,alex
9114,1575,2,8,2025-08-28,tanta
9115,1451,4,8,2025-08-28,tanta
9116,1954,2,3,2025-08-28,tanta
9117,1002,7,4,2025-08-28,alex
9118,458,2,9,2025-08-28,alex
9119,461,5,3,2025-08-28,cairo
9120,1644,5,9,2025-08-28,tanta
9121,236,5,10,2025-08-28,alex
9122,870,2,7,2025-08-28,alex
9123,801,7,9,2025-08-28,cairo
9124,452,7,4,2025-08-28,alex
9125,1784,6,10,2025-08-28,tanta
9126,1568,7,6,2025-08-28,tanta
9127,1459,7,6,2025-08-28,tanta
9128,713,6,9,2025-08-28,tanta
9129,858,1,10,2025-08-28,tanta
9130,1360,4,8,2025-08-28,tanta
9131,544,2,3,2025-08-28,tanta
9132,1779,1,8,2025-08-28,cairo
9133,573,3,7,2025-08-28,tanta
9134,153,2,1,2025-08-28,cairo
9135,394,6,5,2025-08-28,cairo
9136,1218,1,10,2025-08-28,alex
9137,1804,3,4,2025-08-28,alex
9138,286,7,10,2025-08-28,cairo
9139,1440,6,5,2025-08-28,alex
9140,1706,1,9,2025-08-28,cairo
9141,1865,6,8,2025-08-28,tanta
9142,1466,1,3,2025-08-28,tanta
9143,948,6,6,2025-08-28,alex
9144,290,6,3,2025-08-28,tanta
9145,464,5,4,2025-08-28,alex
9146,1882,4,1,2025-08-28,alex
9147,1023,1,7,2025-08-28,alex
9148,1925,3,2,2025-08-28,cairo
9149,46,6,5,2025-08-28,tanta
9150,1113,4,6,2025-08-28,cairo
9151,195,4,8,2025-08-28,tanta
9152,490,2,7,2025-08-28,tanta
9153,1108,2,1,2025-08-28,cairo
9154,952,4,4,2025-08-28,alex
9155,61,6,8,2025-08-28,tanta
9156,1700,5,5,2025-08-28,alex
9157,383,3,4,2025-08-28,alex
9158,554,5,10,2025-08-28,cairo
9159,1021,2,6,2025-08-28,alex
9160,1243,5,6,2025-08-28,alex
9161,916,4,6,2025-08-28,alex
9162,1987,4,6,2025-08-28,alex
9163,1628,6,8,2025-08-28,alex
9164,1559,4,10,2025-08-28,cairo
9165,1124,2,10,2025-08-28,cairo
9166,1732,2,4,2025-08-28,cairo
9167,650,5,8,2025-08-28,tanta
9168,59,5,6,2025-08-28,alex
9169,1053,4,5,2025-08-28,cairo
9170,643,7,5,2025-08-28,alex
9171,1797,4,6,2025-08-28,tanta
9172,1283,5,1,2025-08-28,cairo
9173,1225,5,4,2025-08-28,tanta
9174,1046,3,4,2025-08-28,tanta
9175,54,1,9,2025-08-28,tanta
9176,1610,1,4,2025-08-28,alex
9177,1063,3,5,2025-08-28,cairo
9178,712,1,4,2025-08-28,cairo
9179,377,7,2,2025-08-28,tanta
9180,1933,1,5,2025-08-28,tanta
9181,1095,7,5,2025-08-28,tanta
9182,1048,1,2,2025-08-28,cairo
9183,1612,5,7,2025-08-28,cairo
9184,1722,6,2,2025-08-28,alex
9185,1142,3,9,2025-08-28,alex
9186,1819,7,10,2025-08-28,tanta
9187,1986,7,7,2025-08-28,alex
9188,358,7,1,2025-08-28,cairo
9189,1251,2,7,2025-08-28,tanta
9190,1162,1,5,2025-08-28,cairo
9191,1664,2,9,2025-08-28,cairo
9192,1566,3,1,2025-08-28,alex
9193,106,7,5,2025-08-28,alex
9194,1071,7,8,2025-08-28,alex
9195,1002,1,10,2025-08-28,tanta
9196,1276,4,4,2025-08-28,cairo
9197,1207,4,3,2025-08-28,cairo
9198,1005,6,4,2025-08-28,tanta
9199,640,6,10,2025-08-28,cairo
9200,1340,1,2,2025-08-28,tanta
9201,134,6,10,2025-08-28,tanta
9202,468,6,8,2025-08-28,alex
9203,139,4,1,2025-08-28,tanta
9204,1203,5,1,2025-08-28,tanta
9205,574,7,7,2025-08-28,tanta
9206,1750,1,10,2025-08-28,alex
9207,1387,5,4,2025-08-28,alex
9208,202,2,10,2025-08-28,alex
9209,987,4,9,2025-08-28,tanta
9210,324,5,2,2025-08-28,alex
9211,1465,4,1,2025-08-28,cairo
9212,343,2,1,2025-08-28,tanta
9213,1451,6,2,2025-08-28,tanta
9214,280,7,3,2025-08-28,cairo
9215,1964,2,7,2025-08-28,tanta
9216,891,5,8,2025-08-28,cairo
9217,1606,1,8,2025-08-28,alex
9218,975,4,4,2025-08-28,tanta
9219,34,7,6,2025-08-28,alex
9220,557,1,7,2025-08-28,cairo
9221,544,7,8,2025-08-28,tanta
9222,1120,6,10,2025-08-28,alex
9223,527,2,1,2025-08-28,cairo
9224,323,5,4,2025-08-28,alex
9225,454,5,5,2025-08-28,tanta
9226,1480,4,9,2025-08-28,alex
9227,427,6,5,2025-08-28,alex
9228,1417,5,3,2025-08-28,tanta
9229,177,1,3,2025-08-28,alex
9230,1212,1,6,2025-08-28,tanta
9231,1121,6,2,2025-08-28,cairo
9232,252,1,4,2025-08-28,cairo
9233,1267,2,9,2025-08-28,tanta
9234,1600,4,6,2025-08-28,alex
9235,900,2,9,2025-08-28,alex
9236,1772,7,8,2025-08-28,tanta
9237,1176,6,1,2025-08-28,cairo
9238,799,5,9,2025-08-28,tanta
9239,7,5,2,2025-08-28,alex
9240,1487,5,4,2025-08-28,alex
9241,1818,3,9,2025-08-28,tanta
9242,125,2,6,2025-08-28,tanta
9243,516,1,7,2025-08-28,cairo
9244,474,7,8,2025-08-28,cairo
9245,1708,6,10,2025-08-28,alex
9246,509,6,10,2025-08-28,cairo
9247,609,6,7,2025-08-28,alex
9248,641,7,1,2025-08-28,cairo
9249,795,5,9,2025-08-28,tanta
9250,602,6,9,2025-08-28,cairo
9251,1298,2,5,2025-08-28,cairo
9252,918,2,6,2025-08-28,tanta
9253,677,2,5,2025-08-28,alex
9254,1565,2,6,2025-08-28,tanta
9255,955,1,10,2025-08-28,cairo
9256,1143,4,8,2025-08-28,cairo
9257,1115,1,1,2025-08-28,cairo
9258,1958,6,6,2025-08-28,alex
9259,427,3,9,2025-08-28,cairo
9260,1574,4,6,2025-08-28,cairo
9261,118,5,4,2025-08-28,alex
9262,1789,3,9,2025-08-28,cairo
9263,242,5,6,2025-08-28,alex
9264,1702,7,10,2025-08-28,cairo
9265,1926,1,1,2025-08-28,tanta
9266,1970,1,5,2025-08-28,alex
9267,1806,4,3,2025-08-28,cairo
9268,349,1,2,2025-08-28,cairo
9269,1047,4,4,2025-08-28,alex
9270,591,2,10,2025-08-28,alex
9271,344,1,1,2025-08-28,tanta
9272,829,2,6,2025-08-28,cairo
9273,955,5,10,2025-08-28,alex
9274,1997,5,3,2025-08-28,cairo
9275,407,4,2,2025-08-28,tanta
9276,1691,3,4,2025-08-28,alex
9277,1030,3,8,2025-08-28,tanta
9278,1793,7,7,2025-08-28,tanta
9279,1193,7,6,2025-08-28,tanta
9280,1357,1,5,2025-08-28,cairo
9281,1708,1,10,2025-08-28,tanta
9282,94,6,9,2025-08-28,tanta
9283,616,4,4,2025-08-28,alex
9284,409,6,3,2025-08-28,alex
9285,1621,6,6,2025-08-28,alex
9286,624,3,4,2025-08-28,cairo
9287,1844,1,2,2025-08-28,alex
9288,1394,1,9,2025-08-28,cairo
9289,677,6,2,2025-08-28,tanta
9290,722,6,5,2025-08-28,cairo
9291,665,4,2,2025-08-28,cairo
9292,183,4,9,2025-08-28,cairo
9293,268,6,1,2025-08-28,alex
9294,426,5,4,2025-08-28,tanta
9295,1650,5,1,2025-08-28,cairo
9296,860,3,9,2025-08-28,tanta
9297,262,3,7,2025-08-28,alex
9298,1878,6,5,2025-08-28,tanta
9299,187,4,6,2025-08-28,tanta
9300,156,5,9,2025-08-28,tanta
9301,250,1,2,2025-08-28,alex
9302,645,2,2,2025-08-28,cairo
9303,1075,4,5,2025-08-28,tanta
9304,1627,3,6,2025-08-28,alex
9305,1188,7,8,2025-08-28,tanta
9306,333,7,8,2025-08-28,cairo
9307,1501,2,3,2025-08-28,cairo
9308,473,7,7,2025-08-28,tanta
9309,816,2,6,2025-08-28,tanta
9310,1385,4,10,2025-08-28,tanta
9311,1867,3,9,2025-08-28,alex
9312,1727,6,7,2025-08-28,cairo
9313,1277,4,1,2025-08-28,tanta
9314,1776,5,2,2025-08-28,cairo
9315,1406,7,6,2025-08-28,alex
9316,135,2,4,2025-08-28,alex
9317,1640,6,1,2025-08-28,cairo
9318,1563,5,5,2025-08-28,cairo
9319,1648,2,10,2025-08-28,tanta
9320,9,1,6,2025-08-28,tanta
9321,1268,3,9,2025-08-28,tanta
9322,160,2,2,2025-08-28,cairo
9323,1781,3,6,2025-08-28,tanta
9324,560,2,3,2025-08-28,tanta
9325,1671,3,4,2025-08-28,tanta
9326,836,3,9,2025-08-28,alex
9327,1000,6,8,2025-08-28,tanta
9328,1326,6,3,2025-08-28,tanta
9329,188,4,4,2025-08-28,tanta
9330,1247,7,6,2025-08-28,cairo
