transaction_id,customer_id,product_id,quantity,transaction_date,branch
6001,681,2,8,2025-08-27,tanta
6002,1592,1,4,2025-08-27,tanta
6003,132,4,3,2025-08-27,cairo
6004,53,7,2,2025-08-27,cairo
6005,1209,6,10,2025-08-27,tanta
6006,698,6,8,2025-08-27,tanta
6007,1486,6,10,2025-08-27,tanta
6008,1765,4,10,2025-08-27,cairo
6009,688,4,7,2025-08-27,tanta
6010,1950,1,3,2025-08-27,cairo
6011,219,6,2,2025-08-27,alex
6012,115,3,2,2025-08-27,alex
6013,607,4,3,2025-08-27,cairo
6014,672,6,5,2025-08-27,tanta
6015,1522,2,7,2025-08-27,tanta
6016,737,4,7,2025-08-27,alex
6017,1605,5,2,2025-08-27,tanta
6018,772,6,6,2025-08-27,tanta
6019,364,2,7,2025-08-27,tanta
6020,523,2,4,2025-08-27,alex
6021,560,4,6,2025-08-27,alex
6022,419,3,1,2025-08-27,alex
6023,198,4,2,2025-08-27,cairo
6024,834,5,5,2025-08-27,cairo
6025,1117,4,9,2025-08-27,cairo
6026,240,5,2,2025-08-27,cairo
6027,485,2,3,2025-08-27,tanta
6028,1880,5,2,2025-08-27,alex
6029,410,1,6,2025-08-27,alex
6030,1276,5,4,2025-08-27,tanta
6031,1144,3,1,2025-08-27,cairo
6032,1113,6,7,2025-08-27,alex
6033,2,5,6,2025-08-27,tanta
6034,1497,1,2,2025-08-27,alex
6035,1586,7,7,2025-08-27,alex
6036,1578,2,2,2025-08-27,tanta
6037,413,7,9,2025-08-27,alex
6038,89,6,10,2025-08-27,alex
6039,100,5,10,2025-08-27,cairo
6040,278,2,7,2025-08-27,tanta
6041,1259,4,1,2025-08-27,cairo
6042,541,7,2,2025-08-27,alex
6043,184,4,3,2025-08-27,alex
6044,1500,7,9,2025-08-27,cairo
6045,494,2,9,2025-08-27,alex
6046,1469,4,7,2025-08-27,tanta
6047,1846,4,5,2025-08-27,alex
6048,1374,5,6,2025-08-27,alex
6049,1121,6,3,2025-08-27,alex
6050,1920,3,5,2025-08-27,cairo
6051,743,2,3,2025-08-27,alex
6052,1553,2,8,2025-08-27,cairo
6053,497,4,7,2025-08-27,alex
6054,1313,5,3,2025-08-27,cairo
6055,1997,6,5,2025-08-27,alex
6056,1827,3,7,2025-08-27,cairo
6057,1500,1,3,2025-08-27,cairo
6058,1068,7,4,2025-08-27,tanta
6059,182,4,10,2025-08-27,alex
6060,487,6,8,2025-08-27,cairo
6061,1956,7,10,2025-08-27,alex
6062,1489,7,10,2025-08-27,cairo
6063,877,3,6,2025-08-27,cairo
6064,1352,5,10,2025-08-27,tanta
6065,294,7,2,2025-08-27,cairo
6066,274,3,1,2025-08-27,cairo
6067,1758,1,9,2025-08-27,tanta
6068,790,3,4,2025-08-27,alex
6069,1753,1,3,2025-08-27,tanta
6070,1318,5,8,2025-08-27,cairo
6071,1392,7,4,2025-08-27,cairo
6072,799,2,2,2025-08-27,alex
6073,1252,1,6,2025-08-27,cairo
6074,585,5,5,2025-08-27,cairo
6075,1075,5,1,2025-08-27,alex
6076,73,7,1,2025-08-27,tanta
6077,240,6,7,2025-08-27,tanta
6078,1026,3,8,2025-08-27,alex
6079,1464,7,9,2025-08-27,tanta
6080,669,1,8,2025-08-27,alex
6081,679,7,2,2025-08-27,tanta
6082,1810,4,10,2025-08-27,cairo
6083,322,2,1,2025-08-27,cairo
6084,560,3,2,2025-08-27,tanta
6085,1893,7,5,2025-08-27,tanta
6086,1234,7,2,2025-08-27,tanta
6087,574,3,9,2025-08-27,alex
6088,1819,1,7,2025-08-27,alex
6089,261,6,1,2025-08-27,tanta
6090,74,6,5,2025-08-27,alex
6091,687,7,9,2025-08-27,alex
6092,1171,1,7,2025-08-27,tanta
6093,214,7,6,2025-08-27,cairo
6094,1605,6,9,2025-08-27,tanta
6095,1293,7,8,2025-08-27,alex
6096,1146,3,5,2025-08-27,cairo
6097,1374,7,6,2025-08-27,tanta
6098,1528,1,2,2025-08-27,tanta
6099,1770,3,8,2025-08-27,tanta
6100,603,2,10,2025-08-27,alex
6101,916,1,6,2025-08-27,alex
6102,292,2,3,2025-08-27,cairo
6103,1155,6,2,2025-08-27,cairo
6104,1980,6,8,2025-08-27,tanta
6105,1899,7,2,2025-08-27,cairo
6106,1884,5,1,2025-08-27,alex
6107,1234,5,5,2025-08-27,alex
6108,1377,4,9,2025-08-27,tanta
6109,998,4,1,2025-08-27,cairo
6110,600,1,3,2025-08-27,cairo
6111,1146,3,7,2025-08-27,tanta
6112,1307,7,6,2025-08-27,cairo
6113,224,6,4,2025-08-27,cairo
6114,1955,2,5,2025-08-27,cairo
6115,333,6,2,2025-08-27,alex
6116,510,7,5,2025-08-27,tanta
6117,629,6,5,2025-08-27,alex
6118,258,2,1,2025-08-27,alex
6119,658,7,9,2025-08-27,cairo
6120,751,2,3,2025-08-27,tanta
6121,846,2,6,2025-08-27,cairo
6122,1235,3,7,2025-08-27,cairo
6123,1052,4,6,2025-08-27,alex
6124,1018,6,6,2025-08-27,tanta
6125,273,2,5,2025-08-27,alex
6126,725,4,2,2025-08-27,alex
6127,1856,4,1,2025-08-27,cairo
6128,1345,1,3,2025-08-27,alex
6129,596,2,5,2025-08-27,cairo
6130,254,5,10,2025-08-27,cairo
6131,376,6,4,2025-08-27,cairo
6132,1089,4,4,2025-08-27,tanta
6133,1589,5,2,2025-08-27,cairo
6134,785,1,9,2025-08-27,alex
6135,25,6,4,2025-08-27,cairo
6136,610,1,6,2025-08-27,tanta
6137,763,2,10,2025-08-27,cairo
6138,1662,1,4,2025-08-27,cairo
6139,1419,3,8,2025-08-27,tanta
6140,1646,6,4,2025-08-27,tanta
6141,915,2,7,2025-08-27,alex
6142,323,7,2,2025-08-27,cairo
6143,544,7,10,2025-08-27,alex
6144,89,5,6,2025-08-27,tanta
6145,1360,5,1,2025-08-27,alex
6146,1403,3,6,2025-08-27,cairo
6147,187,3,5,2025-08-27,tanta
6148,571,3,10,2025-08-27,cairo
6149,1069,1,10,2025-08-27,alex
6150,77,6,6,2025-08-27,alex
6151,1731,4,8,2025-08-27,tanta
6152,217,2,3,2025-08-27,tanta
6153,1973,5,4,2025-08-27,alex
6154,892,4,9,2025-08-27,alex
6155,1606,7,7,2025-08-27,cairo
6156,1511,4,5,2025-08-27,tanta
6157,1389,4,3,2025-08-27,alex
6158,1642,2,1,2025-08-27,tanta
6159,52,6,7,2025-08-27,alex
6160,1684,5,7,2025-08-27,tanta
6161,1666,6,8,2025-08-27,alex
6162,608,1,3,2025-08-27,alex
6163,305,7,4,2025-08-27,cairo
6164,311,3,5,2025-08-27,tanta
6165,67,7,1,2025-08-27,cairo
6166,1173,5,7,2025-08-27,cairo
6167,395,6,8,2025-08-27,cairo
6168,410,3,7,2025-08-27,cairo
6169,997,4,9,2025-08-27,tanta
6170,923,1,6,2025-08-27,tanta
6171,429,5,1,2025-08-27,alex
