transaction_id,customer_id,product_id,quantity,transaction_date,branch
2001,639,4,9,2025-08-25,alex
2002,1671,4,2,2025-08-25,cairo
2003,1463,1,2,2025-08-25,alex
2004,63,6,1,2025-08-25,tanta
2005,921,3,7,2025-08-25,alex
2006,1140,5,1,2025-08-25,alex
2007,275,7,5,2025-08-25,cairo
2008,1422,1,6,2025-08-25,alex
2009,1800,4,9,2025-08-25,cairo
2010,1940,2,8,2025-08-25,tanta
2011,447,3,6,2025-08-25,tanta
2012,1512,2,2,2025-08-25,alex
2013,260,3,6,2025-08-25,alex
2014,160,3,6,2025-08-25,tanta
2015,34,1,8,2025-08-25,alex
2016,1197,3,4,2025-08-25,tanta
2017,1525,5,8,2025-08-25,alex
2018,1135,1,2,2025-08-25,alex
2019,78,1,6,2025-08-25,alex
2020,399,5,3,2025-08-25,tanta
2021,1892,3,3,2025-08-25,alex
2022,1794,1,7,2025-08-25,cairo
2023,235,7,8,2025-08-25,cairo
2024,536,6,5,2025-08-25,tanta
2025,205,5,4,2025-08-25,tanta
2026,1411,3,2,2025-08-25,tanta
2027,1089,1,9,2025-08-25,tanta
2028,417,6,8,2025-08-25,alex
2029,75,1,7,2025-08-25,tanta
2030,1338,5,4,2025-08-25,tanta
2031,1395,2,4,2025-08-25,tanta
2032,1619,3,4,2025-08-25,cairo
2033,301,6,3,2025-08-25,alex
2034,1606,2,6,2025-08-25,cairo
2035,1529,1,10,2025-08-25,alex
2036,1780,7,9,2025-08-25,alex
2037,52,2,9,2025-08-25,cairo
2038,419,2,8,2025-08-25,cairo
2039,957,5,4,2025-08-25,cairo
2040,1099,3,2,2025-08-25,alex
2041,1999,3,9,2025-08-25,cairo
2042,1108,6,2,2025-08-25,tanta
2043,174,3,7,2025-08-25,alex
2044,1340,7,6,2025-08-25,alex
2045,621,3,5,2025-08-25,cairo
2046,247,3,3,2025-08-25,tanta
2047,589,1,5,2025-08-25,alex
2048,1392,3,9,2025-08-25,tanta
2049,1625,5,3,2025-08-25,tanta
2050,1969,6,1,2025-08-25,cairo
2051,637,5,7,2025-08-25,cairo
2052,91,2,1,2025-08-25,alex
2053,1922,7,5,2025-08-25,alex
2054,1445,1,4,2025-08-25,tanta
2055,1041,1,1,2025-08-25,tanta
2056,1861,5,9,2025-08-25,alex
2057,1909,3,5,2025-08-25,tanta
2058,1150,5,4,2025-08-25,tanta
2059,1841,4,6,2025-08-25,alex
2060,902,2,6,2025-08-25,tanta
2061,1025,1,5,2025-08-25,tanta
2062,522,6,2,2025-08-25,cairo
2063,1940,5,7,2025-08-25,tanta
2064,1011,1,6,2025-08-25,tanta
2065,745,5,7,2025-08-25,cairo
2066,146,3,8,2025-08-25,tanta
2067,792,7,7,2025-08-25,alex
2068,1923,4,3,2025-08-25,tanta
2069,1884,6,6,2025-08-25,tanta
2070,726,4,8,2025-08-25,cairo
2071,411,7,10,2025-08-25,tanta
2072,1761,4,7,2025-08-25,cairo
2073,479,4,5,2025-08-25,tanta
2074,1071,6,6,2025-08-25,alex
2075,1857,2,3,2025-08-25,cairo
2076,1115,6,5,2025-08-25,tanta
2077,1532,7,1,2025-08-25,cairo
2078,1391,7,3,2025-08-25,alex
2079,327,3,5,2025-08-25,tanta
2080,1212,7,8,2025-08-25,cairo
2081,1462,4,3,2025-08-25,alex
2082,1022,6,7,2025-08-25,tanta
2083,1713,3,10,2025-08-25,tanta
2084,1082,5,9,2025-08-25,alex
2085,1523,1,10,2025-08-25,cairo
2086,408,7,4,2025-08-25,alex
2087,422,4,1,2025-08-25,tanta
2088,760,4,1,2025-08-25,tanta
2089,338,2,10,2025-08-25,tanta
2090,917,7,3,2025-08-25,tanta
2091,1088,7,2,2025-08-25,alex
2092,742,4,3,2025-08-25,tanta
2093,422,3,9,2025-08-25,cairo
2094,893,1,7,2025-08-25,alex
2095,759,2,6,2025-08-25,tanta
2096,115,3,7,2025-08-25,cairo
2097,1765,6,6,2025-08-25,tanta
2098,1885,4,3,2025-08-25,tanta
2099,1799,5,5,2025-08-25,cairo
2100,1399,5,6,2025-08-25,tanta
2101,324,7,7,2025-08-25,tanta
2102,277,3,3,2025-08-25,tanta
2103,189,3,9,2025-08-25,alex
2104,1598,6,7,2025-08-25,cairo
2105,321,4,3,2025-08-25,cairo
2106,658,6,6,2025-08-25,cairo
2107,887,7,7,2025-08-25,tanta
2108,1376,6,9,2025-08-25,tanta
2109,529,2,3,2025-08-25,cairo
2110,31,5,8,2025-08-25,alex
2111,1812,4,5,2025-08-25,tanta
2112,565,4,8,2025-08-25,tanta
2113,835,3,6,2025-08-25,alex
2114,1369,7,7,2025-08-25,cairo
2115,241,3,2,2025-08-25,alex
2116,689,2,2,2025-08-25,tanta
2117,1839,6,6,2025-08-25,alex
2118,1148,2,4,2025-08-25,alex
