transaction_id,customer_id,product_id,quantity,transaction_date,branch
11001,916,3,4,2025-08-28,alex
11002,1961,1,3,2025-08-28,tanta
11003,1597,6,5,2025-08-28,cairo
11004,1314,1,3,2025-08-28,cairo
11005,1795,4,1,2025-08-28,alex
11006,1771,7,3,2025-08-28,tanta
11007,1241,5,9,2025-08-28,tanta
11008,1020,2,3,2025-08-28,cairo
11009,610,4,8,2025-08-28,tanta
11010,1309,5,8,2025-08-28,tanta
11011,1537,1,5,2025-08-28,tanta
11012,76,3,8,2025-08-28,cairo
11013,995,4,8,2025-08-28,alex
11014,1607,5,2,2025-08-28,cairo
11015,1505,5,3,2025-08-28,alex
11016,915,7,9,2025-08-28,tanta
11017,1782,3,4,2025-08-28,alex
11018,463,6,3,2025-08-28,cairo
11019,6,2,1,2025-08-28,cairo
11020,856,4,8,2025-08-28,alex
11021,50,2,6,2025-08-28,alex
11022,866,7,6,2025-08-28,cairo
11023,986,6,3,2025-08-28,cairo
11024,998,6,8,2025-08-28,cairo
11025,1074,6,2,2025-08-28,tanta
11026,1573,2,5,2025-08-28,tanta
11027,1002,4,8,2025-08-28,tanta
11028,239,1,2,2025-08-28,tanta
11029,455,5,2,2025-08-28,cairo
11030,226,7,1,2025-08-28,alex
11031,643,3,6,2025-08-28,cairo
11032,1190,6,6,2025-08-28,tanta
11033,483,1,7,2025-08-28,alex
11034,957,6,1,2025-08-28,alex
11035,1193,7,6,2025-08-28,alex
11036,1371,7,8,2025-08-28,tanta
11037,1495,1,7,2025-08-28,tanta
11038,807,2,4,2025-08-28,alex
11039,1861,7,9,2025-08-28,alex
11040,1815,7,2,2025-08-28,alex
11041,1726,5,7,2025-08-28,tanta
11042,365,5,10,2025-08-28,cairo
11043,901,2,6,2025-08-28,tanta
11044,215,6,3,2025-08-28,alex
11045,1572,1,4,2025-08-28,cairo
11046,1183,3,4,2025-08-28,alex
11047,35,1,5,2025-08-28,alex
11048,919,3,9,2025-08-28,tanta
11049,881,1,8,2025-08-28,cairo
11050,1466,1,6,2025-08-28,alex
11051,572,3,2,2025-08-28,tanta
11052,381,5,7,2025-08-28,alex
11053,318,4,9,2025-08-28,tanta
11054,898,3,6,2025-08-28,alex
11055,1441,5,10,2025-08-28,tanta
11056,1259,3,4,2025-08-28,tanta
11057,1454,2,6,2025-08-28,cairo
11058,783,5,8,2025-08-28,tanta
11059,765,3,8,2025-08-28,tanta
11060,893,6,5,2025-08-28,cairo
11061,892,7,7,2025-08-28,alex
11062,1837,6,9,2025-08-28,alex
11063,185,6,1,2025-08-28,alex
11064,677,1,10,2025-08-28,alex
11065,683,3,3,2025-08-28,tanta
11066,1413,7,2,2025-08-28,tanta
11067,736,2,6,2025-08-28,tanta
11068,165,1,7,2025-08-28,alex
11069,1711,1,7,2025-08-28,alex
11070,945,6,10,2025-08-28,cairo
11071,1547,6,8,2025-08-28,cairo
11072,1472,3,7,2025-08-28,cairo
11073,444,5,6,2025-08-28,tanta
11074,541,7,6,2025-08-28,alex
11075,476,2,8,2025-08-28,tanta
11076,1380,2,8,2025-08-28,tanta
11077,1553,5,5,2025-08-28,cairo
11078,158,4,7,2025-08-28,alex
11079,134,3,5,2025-08-28,tanta
11080,296,1,5,2025-08-28,tanta
11081,373,1,8,2025-08-28,alex
11082,1274,5,6,2025-08-28,tanta
11083,707,2,1,2025-08-28,tanta
11084,1789,6,1,2025-08-28,tanta
11085,1542,1,9,2025-08-28,alex
11086,1835,7,7,2025-08-28,tanta
11087,1053,6,6,2025-08-28,alex
11088,1251,5,9,2025-08-28,alex
11089,1526,3,9,2025-08-28,alex
11090,706,5,2,2025-08-28,alex
11091,1476,4,4,2025-08-28,tanta
11092,64,3,9,2025-08-28,alex
11093,141,5,8,2025-08-28,cairo
11094,1667,6,6,2025-08-28,alex
11095,1729,6,3,2025-08-28,alex
11096,998,3,2,2025-08-28,cairo
11097,1267,5,2,2025-08-28,cairo
11098,1466,1,9,2025-08-28,cairo
11099,114,1,4,2025-08-28,cairo
11100,1620,5,9,2025-08-28,tanta
11101,1382,7,8,2025-08-28,alex
11102,1438,6,5,2025-08-28,cairo
11103,1278,1,4,2025-08-28,alex
11104,1064,6,10,2025-08-28,tanta
11105,1721,2,10,2025-08-28,alex
11106,1706,7,6,2025-08-28,tanta
11107,1545,5,8,2025-08-28,tanta
11108,1760,3,7,2025-08-28,tanta
11109,543,2,2,2025-08-28,alex
11110,95,7,4,2025-08-28,alex
11111,1678,6,1,2025-08-28,tanta
11112,169,6,2,2025-08-28,tanta
11113,388,7,9,2025-08-28,cairo
11114,1948,4,6,2025-08-28,cairo
11115,1783,3,1,2025-08-28,alex
11116,1604,6,4,2025-08-28,alex
11117,1398,6,7,2025-08-28,alex
11118,1877,6,3,2025-08-28,tanta
11119,1729,7,3,2025-08-28,alex
11120,287,2,3,2025-08-28,cairo
11121,671,6,1,2025-08-28,tanta
11122,531,3,5,2025-08-28,cairo
11123,473,7,8,2025-08-28,alex
11124,485,2,6,2025-08-28,alex
11125,115,1,2,2025-08-28,tanta
11126,710,3,4,2025-08-28,alex
11127,680,5,3,2025-08-28,tanta
11128,157,4,3,2025-08-28,tanta
11129,1043,5,6,2025-08-28,alex
11130,187,2,7,2025-08-28,cairo
11131,1545,3,2,2025-08-28,alex
11132,1010,2,8,2025-08-28,alex
11133,1930,2,5,2025-08-28,alex
11134,43,7,4,2025-08-28,cairo
11135,550,2,10,2025-08-28,cairo
11136,683,1,2,2025-08-28,alex
11137,898,2,4,2025-08-28,tanta
11138,1073,2,2,2025-08-28,cairo
11139,1204,1,5,2025-08-28,alex
11140,1643,5,8,2025-08-28,cairo
11141,772,3,3,2025-08-28,alex
11142,934,1,4,2025-08-28,alex
11143,224,2,1,2025-08-28,tanta
11144,1888,7,1,2025-08-28,cairo
11145,1257,1,8,2025-08-28,cairo
11146,50,5,8,2025-08-28,alex
11147,1387,1,1,2025-08-28,tanta
11148,1040,2,1,2025-08-28,tanta
11149,961,7,8,2025-08-28,tanta
11150,929,5,7,2025-08-28,alex
11151,906,6,8,2025-08-28,cairo
11152,873,5,3,2025-08-28,cairo
11153,854,1,7,2025-08-28,cairo
11154,9,6,5,2025-08-28,alex
11155,134,1,9,2025-08-28,cairo
11156,107,5,4,2025-08-28,tanta
11157,1490,3,3,2025-08-28,tanta
11158,1107,5,9,2025-08-28,alex
11159,778,6,7,2025-08-28,cairo
11160,636,3,8,2025-08-28,tanta
11161,71,3,9,2025-08-28,alex
11162,776,3,2,2025-08-28,cairo
11163,435,2,6,2025-08-28,cairo
11164,948,5,1,2025-08-28,alex
11165,679,7,3,2025-08-28,tanta
11166,1270,2,3,2025-08-28,cairo
11167,1870,3,5,2025-08-28,alex
11168,1111,1,4,2025-08-28,alex
11169,1438,5,10,2025-08-28,cairo
11170,1444,2,8,2025-08-28,cairo
11171,1375,1,8,2025-08-28,cairo
11172,1504,6,9,2025-08-28,tanta
11173,1179,2,1,2025-08-28,alex
11174,1582,7,10,2025-08-28,tanta
11175,414,5,3,2025-08-28,tanta
11176,1376,6,6,2025-08-28,tanta
11177,753,1,3,2025-08-28,cairo
11178,22,4,5,2025-08-28,tanta
11179,83,6,1,2025-08-28,tanta
11180,1515,1,2,2025-08-28,cairo
11181,1699,6,3,2025-08-28,cairo
11182,1211,7,2,2025-08-28,cairo
11183,128,3,9,2025-08-28,tanta
11184,124,7,6,2025-08-28,cairo
11185,504,7,2,2025-08-28,tanta
11186,1873,4,8,2025-08-28,tanta
