transaction_id,customer_id,product_id,quantity,transaction_date,branch
3001,482,3,7,2025-08-26,tanta
3002,32,2,6,2025-08-26,cairo
3003,1291,3,9,2025-08-26,tanta
3004,418,4,2,2025-08-26,tanta
3005,798,4,6,2025-08-26,alex
3006,1726,5,1,2025-08-26,alex
3007,721,2,1,2025-08-26,tanta
3008,1240,5,10,2025-08-26,alex
3009,183,7,8,2025-08-26,tanta
3010,1733,4,5,2025-08-26,cairo
3011,25,2,3,2025-08-26,cairo
3012,729,1,4,2025-08-26,cairo
3013,1151,1,9,2025-08-26,cairo
3014,1041,5,9,2025-08-26,alex
3015,21,3,8,2025-08-26,alex
3016,97,7,3,2025-08-26,cairo
3017,1684,7,5,2025-08-26,cairo
3018,1718,4,7,2025-08-26,cairo
3019,1367,6,1,2025-08-26,tanta
3020,751,5,7,2025-08-26,tanta
3021,1632,3,9,2025-08-26,cairo
3022,386,7,9,2025-08-26,alex
3023,725,5,5,2025-08-26,alex
3024,450,1,7,2025-08-26,tanta
3025,1310,5,3,2025-08-26,tanta
3026,1378,7,3,2025-08-26,cairo
3027,1917,6,3,2025-08-26,tanta
3028,802,1,6,2025-08-26,cairo
3029,1280,5,4,2025-08-26,cairo
3030,72,6,8,2025-08-26,cairo
3031,508,6,8,2025-08-26,cairo
3032,286,2,9,2025-08-26,tanta
3033,1994,4,7,2025-08-26,tanta
3034,528,7,3,2025-08-26,cairo
3035,301,5,6,2025-08-26,tanta
3036,1575,6,7,2025-08-26,alex
3037,1272,7,8,2025-08-26,alex
3038,200,5,10,2025-08-26,alex
3039,1680,1,1,2025-08-26,tanta
3040,773,3,6,2025-08-26,tanta
3041,1373,6,4,2025-08-26,alex
3042,173,2,6,2025-08-26,cairo
3043,907,1,1,2025-08-26,tanta
3044,328,4,2,2025-08-26,cairo
3045,438,6,10,2025-08-26,tanta
3046,1072,5,3,2025-08-26,cairo
3047,1809,3,10,2025-08-26,tanta
3048,1737,1,6,2025-08-26,cairo
3049,1705,4,9,2025-08-26,alex
3050,482,1,4,2025-08-26,cairo
3051,1290,5,6,2025-08-26,cairo
3052,1270,4,2,2025-08-26,tanta
3053,925,1,9,2025-08-26,tanta
